AÑO;MES;N° MES;N° DIA;TIPO DIA;DIA;FECHA;HORA;Gran Usuario MEM;DISTRIBUIDOR (demanda estacional+GUMEs);DEMANDA LOCAL [MWh];BUENOS AIRES;CATAMARCA;CHACO;CHUBUT;CORDOBA;CORRIENTES;ENTRE RIOS;FORMOSA;JUJUY;LA PAMPA;LA RIOJA;MENDOZA;MISIONES;NEUQUEN;RIO NEGRO;SALTA;SAN JUAN;SAN LUIS;SANTA CRUZ;SANTA FE;SGO.DEL ESTERO;TUCUMAN
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;1;1.266,46;14.627,63;15.894,08;7.599,76;150,29;464,32;422,04;1.175,47;449,83;512,50;233,80;148,61;111,13;172,13;670,47;353,22;229,30;222,13;304,77;263,73;183,49;119,24;1.416,29;267,69;423,88
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;2;1.264,15;14.702,74;15.966,89;7.591,29;153,44;490,00;402,32;1.183,88;463,48;528,20;240,17;145,82;99,23;177,94;669,20;365,76;220,90;214,24;299,58;262,04;179,65;117,52;1.446,56;285,63;430,04
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;3;1.295,91;14.950,08;16.246,00;7.620,86;162,35;523,35;418,11;1.208,95;479,94;555,71;249,00;143,51;106,24;185,91;659,62;374,39;216,26;205,95;296,18;267,70;176,93;116,24;1.522,40;313,19;443,20
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;4;1.294,95;15.019,81;16.314,76;7.564,48;169,72;536,70;404,88;1.217,33;488,90;572,64;249,81;142,31;102,07;193,44;657,69;367,99;208,11;196,83;291,18;277,83;173,15;113,59;1.590,59;337,67;457,84
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;5;1.291,20;14.813,75;16.104,95;7.383,98;171,75;537,32;394,58;1.211,88;488,01;575,28;247,67;137,78;98,69;199,32;648,01;363,40;189,02;190,73;284,07;284,80;172,80;111,94;1.596,04;356,07;461,85
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;6;1.297,97;14.377,10;15.675,07;7.115,19;170,01;524,26;379,37;1.193,50;477,33;560,34;241,76;133,34;93,78;201,48;633,81;346,20;197,39;183,85;276,41;286,59;168,85;104,29;1.566,23;363,40;457,67
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;7;1.250,62;13.265,29;14.515,90;6.590,82;161,85;489,28;320,28;1.101,72;453,62;522,25;227,75;123,33;79,49;195,71;590,00;317,90;176,48;160,40;253,15;272,19;159,23;97,23;1.440,11;351,43;431,69
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;8;1.247,97;12.769,31;14.017,28;6.294,63;158,94;489,47;311,10;1.061,13;451,07;515,49;229,23;116,13;77,84;191,09;558,18;325,51;179,77;155,24;234,23;254,90;150,06;96,68;1.414,57;340,04;411,99
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;9;1.265,25;12.783,33;14.048,57;6.169,48;167,00;509,55;316,05;1.099,81;478,17;527,68;239,65;120,69;76,60;195,37;563,83;343,07;170,06;158,56;241,11;264,76;150,38;97,33;1.392,89;343,02;423,51
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;10;1.250,55;12.905,96;14.156,50;6.084,95;171,69;534,88;316,42;1.148,60;497,46;543,27;250,05;130,17;81,38;197,66;569,32;360,71;174,30;165,64;256,40;261,98;151,31;98,74;1.368,05;352,11;441,42
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;11;1.255,60;13.049,76;14.305,36;6.093,42;179,04;555,47;323,99;1.196,18;503,60;546,94;257,65;139,36;93,51;196,86;590,27;377,28;185,07;175,85;274,80;256,28;150,32;100,43;1.285,04;362,90;461,11
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;12;1.247,62;13.116,96;14.364,58;6.099,48;184,51;587,63;334,15;1.169,42;515,38;522,46;265,86;147,69;97,83;201,31;602,90;394,27;191,95;185,61;293,32;255,69;150,63;102,42;1.197,83;379,50;484,74
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;13;1.252,45;13.088,34;14.340,79;5.980,05;189,13;619,49;340,58;1.170,72;530,70;478,02;278,81;155,32;105,69;217,27;621,57;392,95;201,56;195,19;309,88;259,46;155,24;104,67;1.110,70;404,09;519,72
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;14;1.259,54;13.035,05;14.294,59;5.809,80;194,51;651,95;343,73;1.218,78;550,55;415,81;289,46;156,60;110,24;226,73;627,79;388,29;203,29;199,81;320,41;268,92;160,76;106,22;1.064,94;437,17;548,81
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;15;1.257,42;13.078,31;14.335,73;5.709,81;194,26;678,13;347,86;1.275,83;543,04;353,32;300,67;157,81;120,90;235,07;621,09;406,40;202,82;199,14;324,98;282,65;163,39;104,95;1.079,78;460,59;573,24
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;16;1.269,72;13.220,52;14.490,24;5.779,47;196,94;595,51;355,77;1.332,70;574,29;319,30;299,89;155,71;127,96;242,78;631,48;410,22;201,73;200,46;316,19;300,26;168,62;102,52;1.109,15;473,00;596,31
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;17;1.283,88;13.094,76;14.378,64;5.884,91;178,60;414,28;351,53;1.343,02;533,47;337,90;286,40;152,48;130,17;243,62;646,72;398,80;203,98;203,88;312,34;315,89;173,89;101,63;1.097,24;463,76;604,14
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;18;1.283,47;12.998,09;14.281,56;5.977,16;171,81;379,41;348,69;1.314,58;501,36;349,12;236,65;153,53;134,62;235,05;655,00;373,89;207,94;201,70;316,83;318,22;172,83;102,95;1.085,49;449,15;595,59
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;19;1.300,58;12.874,59;14.175,17;6.063,20;164,62;402,39;350,28;1.243,70;474,39;357,40;242,98;152,29;122,72;227,84;658,07;354,32;208,95;207,22;318,38;308,69;168,09;103,73;1.062,36;413,64;569,90
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;20;1.302,78;12.647,62;13.950,40;6.142,18;158,38;384,51;349,05;1.162,87;436,54;367,47;230,38;150,15;119,14;213,64;651,10;361,20;207,48;208,65;306,29;285,89;162,86;104,04;1.055,14;359,56;533,86
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;21;1.316,70;13.339,80;14.656,49;6.673,39;162,84;413,35;347,23;1.185,50;419,95;395,25;250,50;158,32;108,09;198,22;653,40;405,59;212,49;212,56;327,93;264,83;163,75;103,87;1.148,48;313,40;537,56
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;22;1.336,64;14.225,24;15.561,88;7.157,92;171,77;417,06;363,04;1.278,10;395,13;410,62;271,19;165,24;123,68;197,85;719,25;428,15;235,69;237,19;350,85;281,55;182,00;107,51;1.222,12;290,88;555,11
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;23;1.369,07;14.042,10;15.411,17;7.040,20;178,39;347,44;376,89;1.280,28;342,27;404,67;286,17;165,33;124,87;201,62;730,29;437,62;238,18;238,61;352,57;290,26;182,06;118,29;1.219,54;287,99;567,63
2022;ene-22;1;1;No Hábil;Sábado;1/1/2022;24;1.362,19;13.905,16;15.267,35;6.759,36;184,98;455,83;370,39;1.265,73;380,18;395,21;296,73;161,92;121,75;209,16;730,14;439,06;234,26;229,04;350,30;300,27;181,60;121,51;1.203,16;307,58;569,21
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;1;1.337,76;13.534,21;14.871,97;6.375,04;190,94;498,33;359,21;1.240,42;425,55;390,63;294,99;157,31;108,95;219,31;708,37;439,55;224,44;216,15;343,70;309,02;178,96;119,93;1.184,11;337,84;549,24
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;2;1.349,69;12.966,73;14.316,42;6.035,31;193,20;498,61;349,38;1.193,99;431,79;381,82;280,12;149,21;105,56;223,71;677,83;411,53;212,99;203,91;332,23;309,57;172,62;116,36;1.150,70;345,66;540,31
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;3;1.365,26;12.436,91;13.802,17;5.761,88;194,60;500,08;346,52;1.145,30;420,27;371,79;278,89;141,51;100,06;225,19;652,49;385,93;204,82;193,43;317,70;301,41;163,86;113,64;1.116,72;342,31;523,78
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;4;1.368,39;11.985,57;13.353,96;5.561,31;194,23;482,15;339,24;1.108,82;411,92;358,92;272,53;133,95;93,00;223,47;633,09;373,18;199,82;188,10;302,67;289,38;159,09;110,74;1.081,38;330,72;506,27
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;5;1.399,71;11.658,92;13.058,63;5.456,99;188,59;455,33;333,29;1.082,02;399,63;352,38;263,30;130,37;90,79;217,42;619,37;388,93;182,77;184,98;292,04;279,52;154,17;107,89;1.068,06;322,22;488,58
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;6;1.431,67;11.236,19;12.667,86;5.292,41;182,95;431,19;327,69;1.055,07;387,39;339,26;252,81;127,28;94,42;211,08;607,47;365,56;193,78;182,78;284,00;271,60;151,31;99,65;1.034,23;310,81;465,14
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;7;1.471,34;10.388,78;11.860,11;5.035,45;171,30;401,41;321,63;961,28;364,03;313,36;233,76;121,90;76,45;199,42;570,19;332,75;178,29;161,90;263,60;252,89;136,08;96,25;940,99;289,31;437,84
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;8;1.507,92;10.345,09;11.853,01;5.213,00;162,96;369,42;316,59;942,75;352,58;328,30;220,50;118,19;81,32;191,62;559,77;340,59;172,16;158,00;243,13;239,97;135,18;95,70;950,60;263,46;397,25
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;9;1.524,73;10.863,66;12.388,39;5.556,55;164,91;351,49;322,70;984,96;352,95;353,62;212,24;123,81;86,00;192,50;590,18;357,01;188,59;165,80;253,52;253,68;144,65;97,35;998,79;254,87;382,21
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;10;1.629,70;11.629,73;13.259,43;6.059,55;168,73;331,07;329,27;1.054,49;348,30;380,57;203,81;133,97;93,58;186,31;626,87;371,50;184,55;175,60;271,39;269,60;157,91;99,71;1.176,70;248,57;387,39
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;11;1.656,20;12.491,47;14.147,67;6.617,39;173,48;310,99;341,48;1.142,98;339,11;407,34;194,30;143,53;105,20;195,50;665,80;387,54;195,89;184,84;288,30;284,36;172,57;103,26;1.252,52;246,18;395,12
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;12;1.685,76;13.414,00;15.099,75;7.199,71;177,22;310,56;345,88;1.245,14;342,42;440,16;190,75;151,75;119,05;200,10;699,22;380,47;204,80;194,55;302,78;304,36;186,37;106,44;1.343,78;250,33;403,92
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;13;1.667,17;14.561,16;16.228,33;7.747,96;184,59;327,47;350,05;1.379,91;362,31;484,22;194,36;160,31;150,42;213,31;743,76;400,81;213,58;203,94;318,84;338,33;205,20;109,18;1.439,52;275,15;425,12
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;14;1.675,52;15.532,17;17.207,69;8.078,07;194,39;343,77;348,30;1.492,90;383,55;533,06;200,86;165,75;162,40;230,95;777,61;418,87;216,49;204,65;331,26;385,39;223,92;110,71;1.622,99;321,61;460,19
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;15;1.700,71;16.201,79;17.902,50;8.355,61;201,26;385,24;353,30;1.515,12;415,27;584,32;215,17;168,01;160,79;245,21;772,56;426,78;219,26;205,79;338,89;413,74;231,84;111,15;1.713,04;372,40;497,77
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;16;1.718,12;16.554,20;18.272,32;8.456,62;207,64;428,56;352,47;1.576,35;448,48;612,73;227,69;168,49;169,71;255,03;778,39;405,91;221,66;206,44;337,36;424,88;233,43;110,39;1.709,24;408,99;531,86
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;17;1.753,80;16.429,41;18.183,21;8.527,04;209,92;446,41;349,19;1.508,62;456,15;604,08;227,66;168,03;165,00;256,27;778,90;335,66;220,63;210,61;336,27;429,11;231,51;110,59;1.646,35;421,10;544,12
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;18;1.696,09;15.945,75;17.641,84;8.523,64;203,89;432,68;350,61;1.258,08;444,32;563,32;215,96;166,76;157,74;248,29;782,41;326,05;223,77;211,57;332,83;421,82;225,86;111,03;1.495,05;410,54;535,63
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;19;1.711,92;15.461,76;17.173,69;8.476,20;191,27;402,78;351,68;1.172,95;413,79;500,24;201,33;164,86;136,51;233,54;776,16;307,84;225,26;212,65;323,98;403,38;221,06;111,95;1.463,06;372,84;510,37
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;20;1.713,31;14.910,73;16.624,03;8.317,33;173,44;378,39;353,21;1.122,54;392,27;471,55;193,34;160,51;131,56;210,85;752,83;314,46;223,25;211,88;314,42;374,62;209,84;112,30;1.417,83;316,40;471,21
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;21;1.731,21;15.637,93;17.369,14;8.850,79;164,46;405,48;353,74;1.153,96;413,59;522,94;218,04;169,64;113,66;194,35;738,38;352,14;223,80;214,36;340,49;343,34;203,79;112,48;1.526,41;285,98;467,36
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;22;1.717,05;16.860,89;18.577,94;9.469,84;171,85;431,98;372,80;1.270,10;436,70;557,95;233,51;175,77;131,17;198,41;794,71;369,86;245,23;240,70;361,54;349,14;216,67;116,61;1.640,12;297,46;495,81
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;23;1.700,18;17.074,20;18.774,38;9.506,44;178,86;448,05;375,00;1.291,00;452,09;577,83;249,47;180,01;130,06;204,89;806,47;376,52;252,30;246,12;363,18;353,52;217,68;125,66;1.606,78;316,98;515,46
2022;ene-22;1;2;No Hábil;Domingo;2/1/2022;24;1.698,29;16.951,21;18.649,51;9.252,66;190,12;458,53;364,92;1.292,46;459,09;588,27;255,66;179,89;132,57;221,09;809,97;400,47;243,67;233,73;361,60;366,60;215,16;125,88;1.615,27;343,95;537,95
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;1;1.713,04;16.427,02;18.140,06;8.832,92;202,92;466,56;353,39;1.269,99;460,79;586,53;256,23;144,22;118,78;237,12;793,84;398,58;232,62;218,18;351,63;377,40;211,62;120,94;1.584,13;370,71;551,00
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;2;1.686,46;15.593,07;17.279,53;8.275,58;206,99;458,97;345,09;1.206,48;451,15;573,47;250,94;110,82;108,49;243,56;753,94;392,33;217,13;202,06;324,64;377,38;202,01;116,14;1.536,60;384,26;541,51
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;3;1.708,95;14.801,13;16.510,08;7.790,67;206,84;442,10;340,95;1.147,31;435,69;552,12;240,68;119,08;103,49;242,84;720,81;377,21;208,32;191,53;310,48;373,07;192,43;113,17;1.501,14;381,70;518,47
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;4;1.696,17;14.191,96;15.888,13;7.438,97;202,14;427,10;340,66;1.110,35;420,30;533,66;234,08;121,54;99,02;238,04;693,51;366,48;202,96;185,57;298,46;360,45;183,80;110,76;1.450,42;371,16;498,71
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;5;1.762,90;13.774,78;15.537,68;7.205,93;193,54;409,34;337,91;1.093,43;403,98;525,32;226,13;121,53;96,23;232,22;684,02;350,61;197,54;182,13;292,80;346,31;182,22;108,99;1.506,34;357,91;483,26
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;6;1.841,49;13.345,81;15.187,30;7.014,48;189,09;388,32;336,01;1.082,22;395,09;517,53;213,89;123,62;95,86;224,59;678,01;338,64;198,30;179,47;289,43;332,35;181,93;103,33;1.494,24;343,35;467,57
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;7;1.875,97;12.955,87;14.831,84;7.045,06;182,82;361,58;336,50;1.040,47;379,35;491,90;196,38;120,92;86,56;214,85;670,47;319,94;185,22;165,51;272,80;311,27;175,19;98,34;1.416,19;316,62;443,91
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;8;1.920,09;13.666,58;15.586,67;7.649,82;180,17;356,98;329,53;1.086,49;378,67;510,93;184,86;120,30;93,81;212,03;690,12;338,29;189,71;174,74;268,25;293,21;182,56;100,85;1.527,75;291,18;426,44
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;9;1.954,25;15.101,10;17.055,35;8.478,03;187,23;380,21;343,12;1.237,28;398,89;547,91;179,98;133,16;107,71;221,50;752,63;379,90;200,35;194,76;295,73;312,06;201,81;104,60;1.660,72;287,72;450,08
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;10;1.946,59;16.552,65;18.499,24;9.380,37;195,23;399,04;352,23;1.388,61;417,61;581,98;174,70;144,60;121,51;229,23;808,66;402,28;217,59;213,86;326,37;328,12;218,35;111,96;1.713,24;291,87;481,84
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;11;1.961,50;17.733,40;19.694,90;10.064,26;202,97;409,05;360,75;1.498,73;440,99;621,80;170,29;157,91;135,28;236,36;849,56;419,81;233,94;229,42;348,27;340,84;235,44;115,79;1.816,35;301,80;505,31
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;12;1.978,04;18.843,21;20.821,25;10.653,35;211,24;432,71;369,47;1.590,32;473,72;671,14;168,46;170,50;148,46;244,40;888,63;439,28;242,92;241,93;367,13;358,02;252,71;118,45;1.920,29;322,67;535,48
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;13;1.995,46;20.067,95;22.063,41;11.246,74;214,06;458,40;375,22;1.685,85;514,56;729,35;165,37;179,16;167,31;262,09;931,97;458,95;251,88;248,02;388,77;386,72;272,09;118,97;2.053,07;364,88;589,98
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;14;1.952,20;21.234,20;23.186,40;11.732,25;224,27;513,78;374,98;1.786,04;562,97;798,86;184,28;186,23;184,95;280,61;975,63;442,86;257,43;236,41;392,49;428,42;289,20;119,15;2.158,95;420,39;636,26
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;15;1.928,54;21.955,79;23.884,33;11.982,51;239,93;572,58;378,43;1.811,70;604,37;841,28;211,78;189,05;188,15;297,07;973,92;444,25;254,58;230,21;403,46;470,16;299,82;119,19;2.249,91;471,00;650,99
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;16;1.929,39;22.002,53;23.931,93;12.006,24;246,24;585,04;385,63;1.756,74;609,84;822,46;220,33;187,13;187,42;304,01;979,14;410,87;249,52;227,26;406,67;491,39;301,88;118,72;2.290,67;489,21;655,53
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;17;1.935,59;21.690,93;23.626,51;11.880,77;246,91;578,18;383,96;1.841,39;594,34;762,51;218,09;167,11;188,08;302,43;980,60;340,40;246,08;224,97;389,82;493,67;299,46;123,70;2.231,57;482,79;649,66
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;18;1.937,05;20.947,14;22.884,19;11.483,34;237,67;548,86;388,16;1.820,22;566,74;698,70;209,69;158,13;192,27;291,65;982,86;332,69;250,37;233,31;375,94;487,52;283,15;126,82;2.117,75;467,68;630,66
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;19;1.964,54;19.785,53;21.750,06;10.970,91;228,63;490,78;396,79;1.711,41;513,70;643,10;187,13;151,49;176,94;272,38;962,25;319,86;251,51;250,79;348,80;463,31;259,92;128,01;1.974,83;428,08;619,46
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;20;1.966,24;18.706,84;20.673,08;10.534,64;209,75;460,01;392,82;1.587,01;477,18;604,98;186,04;161,80;161,77;246,74;923,43;327,55;247,58;247,67;335,36;422,82;236,43;118,88;1.873,37;362,21;555,07
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;21;1.976,29;18.905,05;20.881,33;10.746,09;193,29;484,68;392,48;1.552,10;492,83;619,80;203,20;171,43;164,64;229,13;895,61;368,69;242,73;242,61;351,15;382,44;230,03;124,51;1.974,78;320,22;498,91
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;22;1.930,24;19.854,56;21.784,79;11.246,32;196,62;521,47;402,29;1.619,74;524,91;644,41;215,76;177,23;153,15;233,51;941,87;370,07;260,38;263,55;358,93;385,95;241,47;132,47;2.085,59;321,07;488,05
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;23;1.917,56;19.903,82;21.821,38;11.166,22;201,95;547,33;393,63;1.608,73;517,24;668,10;223,59;173,64;151,11;237,53;943,79;365,10;262,17;264,88;342,43;387,72;239,06;134,34;2.161,34;335,15;496,34
2022;ene-22;1;3;Hábil;Lunes;3/1/2022;24;1.907,41;19.556,83;21.464,24;10.850,16;214,21;560,87;386,11;1.559,79;542,14;678,02;225,44;173,90;134,70;249,23;948,79;356,36;252,98;250,50;337,35;407,00;231,64;129,87;2.102,84;367,73;504,63
2022;ene-22;1;4;Hábil;Martes;4/1/2022;1;1.944,64;18.621,45;20.566,10;10.183,73;223,99;549,23;368,21;1.457,62;539,08;661,66;221,32;158,62;117,65;262,88;911,01;375,26;238,51;230,31;312,05;417,95;226,85;125,22;2.079,94;401,86;503,15
2022;ene-22;1;4;Hábil;Martes;4/1/2022;2;1.909,76;17.535,65;19.445,41;9.555,97;224,48;520,92;358,38;1.330,03;521,64;626,90;213,38;148,51;109,42;241,41;865,06;358,73;223,25;212,30;294,29;411,01;214,94;120,44;1.985,08;416,46;492,80
2022;ene-22;1;4;Hábil;Martes;4/1/2022;3;1.911,37;16.542,83;18.454,20;9.021,39;220,37;491,66;352,08;1.205,14;495,76;598,52;203,62;138,42;104,31;224,87;831,56;343,55;212,63;200,68;277,50;396,92;203,93;117,15;1.936,12;408,17;469,85
2022;ene-22;1;4;Hábil;Martes;4/1/2022;4;1.856,65;15.816,78;17.673,43;8.623,60;212,99;464,97;344,33;1.147,91;472,56;577,05;196,25;132,59;102,77;218,07;797,76;330,65;206,63;193,05;264,18;386,92;196,12;114,26;1.847,17;390,80;452,82
2022;ene-22;1;4;Hábil;Martes;4/1/2022;5;1.897,29;15.282,82;17.180,11;8.476,19;202,31;440,62;340,76;1.115,25;454,63;563,69;188,20;128,16;101,96;210,48;775,94;321,08;202,58;189,09;257,74;371,87;190,51;111,99;1.729,08;374,63;433,35
2022;ene-22;1;4;Hábil;Martes;4/1/2022;6;1.834,83;14.777,35;16.612,18;8.186,94;196,90;417,45;332,59;1.104,51;436,35;548,96;178,92;126,06;99,46;200,76;764,60;314,68;199,83;184,75;254,37;354,67;189,23;105,55;1.642,30;355,34;417,98
2022;ene-22;1;4;Hábil;Martes;4/1/2022;7;1.814,94;14.179,17;15.994,12;7.994,73;187,96;380,39;315,01;1.073,06;406,85;519,64;165,23;122,23;90,79;189,90;751,29;304,47;187,52;168,82;243,71;319,90;181,61;101,51;1.573,40;320,77;395,34
2022;ene-22;1;4;Hábil;Martes;4/1/2022;8;1.853,28;14.483,53;16.336,81;8.450,27;160,00;379,86;318,18;1.061,22;406,01;531,33;161,18;123,29;95,54;189,72;744,39;334,96;193,04;181,14;234,42;290,98;183,24;104,77;1.530,57;280,33;382,38
2022;ene-22;1;4;Hábil;Martes;4/1/2022;9;1.869,21;15.429,65;17.298,86;9.089,37;165,71;410,79;334,34;1.144,86;426,46;551,64;165,45;137,09;106,19;201,85;795,58;349,52;206,54;198,47;253,78;304,76;198,89;109,14;1.519,02;232,91;396,49
2022;ene-22;1;4;Hábil;Martes;4/1/2022;10;1.952,34;16.026,75;17.979,09;9.377,85;162,70;433,10;339,83;1.232,33;442,63;561,66;182,20;148,05;117,78;203,46;837,55;353,48;220,65;214,30;281,10;315,00;213,61;113,47;1.615,32;220,07;392,98
2022;ene-22;1;4;Hábil;Martes;4/1/2022;11;1.921,23;16.537,82;18.459,05;9.575,70;161,20;454,31;348,03;1.306,13;456,14;567,22;193,15;155,69;125,19;207,66;871,70;372,69;232,19;224,64;301,46;323,70;221,81;118,37;1.658,90;215,25;367,92
2022;ene-22;1;4;Hábil;Martes;4/1/2022;12;1.937,63;17.281,23;19.218,86;9.933,12;170,85;499,24;351,74;1.389,10;488,44;577,44;204,32;162,97;136,64;216,95;900,71;395,56;239,69;234,74;322,51;332,97;226,87;119,27;1.745,78;214,91;355,06
2022;ene-22;1;4;Hábil;Martes;4/1/2022;13;1.960,03;18.039,04;19.999,07;10.298,79;178,99;567,81;353,11;1.464,47;525,93;587,36;235,64;170,93;152,38;230,78;930,83;399,97;248,46;242,84;339,05;347,18;235,17;119,67;1.797,41;222,08;350,22
2022;ene-22;1;4;Hábil;Martes;4/1/2022;14;1.934,22;18.722,94;20.657,17;10.485,84;187,18;646,65;354,56;1.517,44;577,71;609,50;276,29;175,49;162,22;248,43;950,38;431,57;253,41;248,60;341,97;374,54;244,53;119,63;1.861,59;236,34;353,31
2022;ene-22;1;4;Hábil;Martes;4/1/2022;15;1.983,25;18.939,11;20.922,36;10.425,02;201,03;690,24;356,55;1.559,37;602,61;631,67;304,09;174,42;161,71;260,83;942,03;450,72;242,39;247,72;338,03;416,62;251,12;119,84;1.903,41;263,20;379,75
2022;ene-22;1;4;Hábil;Martes;4/1/2022;16;1.887,58;18.931,24;20.818,82;10.226,40;207,66;689,76;355,83;1.602,95;604,36;640,13;301,65;159,11;163,39;268,95;944,79;444,42;257,07;249,76;327,55;441,85;257,46;119,88;1.850,56;290,48;414,84
2022;ene-22;1;4;Hábil;Martes;4/1/2022;17;1.893,63;18.669,81;20.563,45;9.968,25;206,48;669,52;351,38;1.627,15;594,75;630,18;291,91;145,42;167,25;269,08;946,28;428,59;259,17;254,70;316,14;447,28;260,95;117,63;1.860,46;309,58;441,32
2022;ene-22;1;4;Hábil;Martes;4/1/2022;18;1.891,99;17.961,84;19.853,83;9.529,27;205,97;601,49;347,67;1.614,94;558,89;606,97;263,41;144,71;164,91;261,56;944,42;406,74;262,91;261,71;293,93;435,63;260,05;117,25;1.807,68;309,79;453,94
2022;ene-22;1;4;Hábil;Martes;4/1/2022;19;1.883,74;16.927,53;18.811,27;9.071,25;193,99;510,97;341,65;1.512,51;502,17;563,74;233,52;146,10;156,09;242,94;920,00;364,20;262,52;261,58;292,90;410,25;250,93;122,91;1.712,80;289,50;448,76
2022;ene-22;1;4;Hábil;Martes;4/1/2022;20;1.882,16;16.010,67;17.892,83;8.692,84;180,84;454,41;338,79;1.398,57;469,18;537,87;222,31;145,91;142,02;220,08;875,75;362,28;259,62;258,50;293,05;376,97;240,26;121,91;1.608,99;258,58;434,11
2022;ene-22;1;4;Hábil;Martes;4/1/2022;21;1.854,91;16.243,88;18.098,78;8.770,66;178,42;473,77;309,09;1.394,90;485,92;567,27;242,90;157,18;130,75;208,68;856,03;404,78;252,37;252,70;315,45;349,30;234,25;120,99;1.695,29;252,41;445,69
2022;ene-22;1;4;Hábil;Martes;4/1/2022;22;1.869,13;16.840,88;18.710,01;8.856,19;184,87;516,43;376,56;1.463,33;516,17;583,32;270,07;159,74;136,23;211,72;906,97;421,75;265,66;269,02;329,94;352,70;243,44;126,51;1.791,38;267,25;460,78
2022;ene-22;1;4;Hábil;Martes;4/1/2022;23;1.828,13;16.453,93;18.282,05;8.430,77;186,28;547,42;369,80;1.430,28;536,67;578,98;284,79;153,92;136,20;215,16;899,31;411,64;267,54;267,93;324,11;349,33;239,82;136,37;1.779,11;281,33;455,30
