AÑO;MES;N° MES;N° DIA;TIPO DIA;DIA;FECHA;HORA;Gran Usuario MEM;DISTRIBUIDOR (demanda estacional+GUMEs);DEMANDA LOCAL [MWh];BUENOS AIRES;CATAMARCA;CHACO;CHUBUT;CORDOBA;CORRIENTES;ENTRE RIOS;FORMOSA;JUJUY;LA PAMPA;LA RIOJA;MENDOZA;MISIONES;NEUQUEN;RIO NEGRO;SALTA;SAN JUAN;SAN LUIS;SANTA CRUZ;SANTA FE;SGO.DEL ESTERO;TUCUMAN
2023;dic-23;12;31;No hábil;Domingo;31/12/2023;20;1.313,84;13.976,16;15.290,01;7.017,47;190,34;449,71;461,15;1.195,22;368,91;422,11;216,35;160,87;87,23;213,46;716,66;354,40;265,99;248,67;301,56;373,76;173,77;110,00;1.160,79;315,98;485,60
2023;dic-23;12;31;No hábil;Domingo;31/12/2023;21;1.297,75;14.725,58;16.023,33;7.395,75;190,09;501,08;451,57;1.262,02;408,38;469,33;245,29;177,03;92,95;201,31;718,05;379,73;259,01;242,88;334,39;339,19;178,78;109,30;1.261,89;303,16;502,16
2023;dic-23;12;31;No hábil;Domingo;31/12/2023;22;1.275,12;14.541,42;15.816,54;7.146,43;203,33;504,86;438,93;1.257,08;407,81;445,62;251,45;182,19;96,51;210,08;745,16;343,39;270,85;252,56;354,28;340,29;188,03;111,87;1.213,16;325,08;527,58
2023;dic-23;12;31;No hábil;Domingo;31/12/2023;23;1.271,95;13.150,51;14.422,46;6.556,60;188,38;423,14;454,61;1.083,59;349,81;392,78;228,07;173,42;87,51;194,76;693,51;293,84;263,53;243,77;333,39;306,53;168,62;114,81;1.100,45;296,00;475,34
2023;dic-23;12;31;No hábil;Domingo;31/12/2023;24;1.239,82;12.228,47;13.468,30;6.288,41;164,84;381,54;449,22;959,91;307,42;367,66;207,81;154,50;86,66;166,99;655,21;266,99;256,90;235,32;291,17;262,44;156,16;113,41;1.051,03;243,50;401,22
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;1;1.213,99;11.566,82;12.780,81;5.959,19;152,57;367,74;430,12;910,78;287,40;350,85;203,81;139,90;80,80;155,02;630,76;252,64;245,92;224,97;269,41;238,08;148,02;110,65;1.012,54;234,70;374,94
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;2;1.238,79;11.485,92;12.724,71;5.891,93;153,39;384,86;436,59;895,60;288,48;346,65;212,14;135,20;80,97;161,08;624,69;259,04;238,69;217,91;264,13;233,73;142,77;110,37;1.013,06;250,91;382,53
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;3;1.269,81;11.390,20;12.660,01;5.805,92;157,67;399,45;435,34;886,90;290,21;340,47;216,87;130,35;80,62;166,01;618,85;262,89;232,47;209,13;258,82;234,15;140,02;108,14;1.018,85;274,65;392,25
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;4;1.230,16;11.203,31;12.433,47;5.650,86;160,44;403,00;397,74;868,02;288,55;334,87;216,12;125,69;76,79;167,92;610,74;255,84;225,28;199,82;251,89;240,35;136,04;105,87;1.020,02;296,33;401,30
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;5;1.244,78;10.955,89;12.200,67;5.495,42;162,06;395,79;411,72;840,12;283,07;327,49;213,10;121,23;75,57;168,48;594,99;248,10;218,90;191,85;244,18;245,95;131,31;104,21;1.015,62;307,86;403,65
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;6;1.237,10;10.612,22;11.849,32;5.296,29;162,42;383,96;397,88;819,12;275,53;319,10;210,46;118,90;72,97;169,17;584,56;232,16;212,90;182,02;236,60;248,30;128,05;95,86;992,73;309,96;400,39
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;7;1.242,21;9.803,85;11.046,06;4.929,30;159,00;357,63;393,37;761,16;259,60;288,76;200,21;111,99;61,89;166,00;543,15;210,00;187,10;156,41;219,50;241,42;112,86;89,24;907,24;306,62;383,62
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;8;1.238,89;9.614,91;10.853,79;4.922,30;149,89;365,35;390,22;712,18;269,48;288,38;203,36;105,12;60,33;156,60;521,09;216,92;182,13;154,34;201,70;224,64;108,07;88,25;883,61;289,82;360,02
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;9;1.225,46;9.824,50;11.049,96;5.028,21;147,75;388,55;379,56;708,40;287,20;296,66;213,98;106,11;61,28;153,37;533,86;237,44;184,72;159,84;208,00;232,79;111,52;91,40;893,46;271,58;354,30
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;10;1.239,83;10.272,69;11.512,53;5.251,35;147,56;419,26;394,32;735,24;311,09;310,77;224,47;112,60;64,28;150,46;556,22;260,03;190,22;169,67;221,55;240,95;119,37;92,78;928,28;256,88;355,19
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;11;1.251,33;10.902,08;12.153,41;5.577,15;149,53;448,12;401,12;784,00;335,04;330,52;234,84;120,75;69,72;147,71;583,44;279,89;201,04;184,59;239,62;263,97;127,50;95,12;971,72;243,31;364,73
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;12;1.272,71;11.593,20;12.865,91;5.982,84;149,51;473,77;416,59;843,46;358,40;346,84;245,61;129,05;76,29;147,25;607,20;297,42;215,00;202,55;256,94;271,92;136,60;96,88;1.017,12;225,78;368,89
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;13;1.280,73;12.220,00;13.500,74;6.314,03;148,37;497,24;424,42;911,23;380,22;361,33;260,15;136,22;82,77;146,62;627,45;314,75;226,95;219,05;271,88;289,68;146,60;98,58;1.068,22;210,78;364,20
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;14;1.300,12;12.582,06;13.882,18;6.502,02;144,05;514,06;427,05;967,93;396,75;372,57;271,51;135,15;85,86;150,25;638,96;324,36;236,14;228,22;268,51;310,92;157,55;99,45;1.100,74;199,46;350,67
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;15;1.298,80;12.758,64;14.057,45;6.532,89;140,02;527,46;428,49;995,00;410,35;392,60;280,84;137,54;88,51;150,23;631,22;347,27;242,96;231,63;267,43;327,57;162,89;100,48;1.137,30;195,79;328,97
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;16;1.291,39;13.037,10;14.328,48;6.631,57;143,61;525,76;409,56;1.035,65;414,69;413,30;277,24;145,57;92,42;153,11;638,46;358,03;248,22;235,15;287,33;340,53;167,39;100,58;1.194,83;202,04;313,46
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;17;1.321,90;13.230,69;14.552,59;6.744,22;148,12;496,66;428,87;1.071,61;407,39;427,55;266,77;147,82;96,37;156,59;649,36;350,37;253,17;237,95;289,54;352,64;170,48;101,82;1.234,61;208,50;312,17
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;18;1.308,33;13.206,63;14.514,96;6.786,68;149,65;449,60;416,28;1.084,06;387,20;426,73;251,11;147,16;98,57;157,44;657,20;335,21;255,89;238,99;289,01;354,36;170,52;102,40;1.230,67;213,34;312,91
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;19;1.311,06;12.958,88;14.269,94;6.730,89;145,21;406,89;418,78;1.070,61;366,71;415,70;228,30;146,64;98,43;154,62;662,32;324,76;256,99;239,08;281,96;337,58;166,01;101,88;1.195,39;208,78;312,42
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;20;1.312,80;12.895,66;14.208,46;6.832,17;139,20;380,64;416,00;1.048,55;350,68;405,01;221,27;145,87;95,72;150,16;660,05;337,96;254,76;236,65;277,86;304,91;161,04;101,85;1.169,90;199,62;318,59
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;21;1.320,95;13.827,94;15.148,89;7.414,99;143,45;414,90;417,25;1.098,48;372,30;443,40;242,06;153,44;95,87;148,20;667,17;377,91;251,26;235,58;299,18;280,65;161,24;104,10;1.277,96;204,76;344,76
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;22;1.326,90;14.777,46;16.104,36;7.736,46;153,82;448,97;432,72;1.229,01;391,69;474,41;260,72;154,74;108,81;157,11;735,23;395,84;272,17;255,32;308,83;299,91;178,83;108,50;1.413,63;224,07;363,60
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;23;1.324,96;14.690,36;16.015,32;7.521,44;157,98;463,11;437,97;1.242,55;393,91;474,41;265,79;152,69;108,40;161,18;754,83;401,91;280,07;259,94;298,35;316,33;179,88;117,19;1.428,54;232,17;366,69
2024;ene-24;1;1;No hábil;Lunes;1/1/2024;24;1.352,00;14.184,98;15.536,97;7.107,37;160,53;462,88;432,35;1.212,38;390,39;464,81;266,05;146,55;101,56;167,48;763,35;396,72;274,48;248,43;288,04;339,87;176,72;118,48;1.416,96;239,39;362,22
2024;ene-24;1;2;Hábil;Martes;2/1/2024;1;1.373,03;13.500,87;14.873,90;6.667,07;160,27;452,94;421,44;1.154,12;384,91;449,78;260,93;137,08;95,27;173,76;738,00;382,34;264,15;230,70;272,59;357,12;169,49;115,53;1.388,96;244,86;352,63
2024;ene-24;1;2;Hábil;Martes;2/1/2024;2;1.369,65;12.717,09;14.086,73;6.258,06;154,47;430,77;412,51;1.082,01;370,27;429,62;250,93;128,40;89,59;172,86;703,54;356,25;247,95;212,06;258,93;360,07;159,92;110,97;1.315,73;242,78;339,05
2024;ene-24;1;2;Hábil;Martes;2/1/2024;3;1.406,10;12.100,23;13.506,33;5.994,91;148,29;409,39;411,46;1.019,76;353,68;413,16;239,12;120,33;86,31;167,88;678,08;333,30;235,36;199,01;247,76;347,30;151,74;107,12;1.280,28;235,89;326,21
2024;ene-24;1;2;Hábil;Martes;2/1/2024;4;1.428,36;11.682,51;13.110,87;5.828,05;144,55;393,09;407,80;987,91;338,13;403,46;230,07;115,89;84,61;161,70;657,58;317,67;224,59;193,14;237,55;333,60;145,18;104,90;1.258,20;227,01;316,19
2024;ene-24;1;2;Hábil;Martes;2/1/2024;5;1.462,08;11.443,53;12.905,61;5.751,23;141,10;377,20;405,24;973,39;324,31;403,18;223,18;114,58;84,20;157,59;649,11;306,06;218,87;187,79;228,96;323,60;141,47;104,16;1.259,81;220,24;310,34
2024;ene-24;1;2;Hábil;Martes;2/1/2024;6;1.553,84;11.271,00;12.824,84;5.780,72;138,95;361,56;396,40;969,35;312,70;402,64;212,88;112,94;83,94;155,30;646,37;295,80;217,47;184,56;222,88;313,57;141,02;97,31;1.259,10;212,07;307,31
2024;ene-24;1;2;Hábil;Martes;2/1/2024;7;1.585,43;11.121,14;12.706,57;5.901,63;136,67;340,37;392,48;924,95;303,28;396,02;197,86;114,43;76,96;155,27;637,43;281,08;200,86;166,15;225,36;295,68;141,51;92,51;1.216,36;200,58;309,16
2024;ene-24;1;2;Hábil;Martes;2/1/2024;8;1.672,94;11.957,21;13.630,15;6.516,00;137,38;354,92;397,23;994,72;320,05;428,25;199,08;112,52;80,57;160,48;671,63;295,50;206,42;177,18;216,31;291,06;148,30;93,57;1.319,08;199,06;310,86
2024;ene-24;1;2;Hábil;Martes;2/1/2024;9;1.747,99;13.333,82;15.081,80;7.246,12;136,40;397,20;412,34;1.123,74;349,02;474,79;209,48;116,91;96,85;172,65;738,61;327,92;227,41;198,37;225,72;324,44;169,73;96,81;1.487,96;213,60;335,76
2024;ene-24;1;2;Hábil;Martes;2/1/2024;10;1.754,80;14.557,27;16.312,07;7.849,54;144,87;426,55;426,69;1.251,68;369,62;514,18;218,32;120,30;105,12;184,35;797,18;346,30;247,66;221,69;235,47;350,55;191,19;102,55;1.618,94;228,89;360,45
2024;ene-24;1;2;Hábil;Martes;2/1/2024;11;1.774,69;15.494,64;17.269,33;8.364,93;155,45;447,26;443,04;1.341,55;385,55;540,52;222,52;126,97;112,99;193,36;840,45;363,84;265,23;241,98;244,19;367,81;205,70;107,52;1.691,56;235,87;371,05
2024;ene-24;1;2;Hábil;Martes;2/1/2024;12;1.805,28;16.284,53;18.089,81;8.736,39;164,65;483,05;455,79;1.428,69;408,09;570,75;233,26;135,37;124,16;200,55;878,90;381,90;280,25;263,35;256,15;374,18;219,90;106,78;1.752,36;247,40;387,91
2024;ene-24;1;2;Hábil;Martes;2/1/2024;13;1.886,65;17.116,00;19.002,65;9.004,36;176,86;543,64;474,84;1.524,59;440,97;600,34;251,51;140,04;136,99;211,03;920,13;390,55;298,33;284,92;265,10;403,69;236,67;105,25;1.916,20;268,00;408,65
2024;ene-24;1;2;Hábil;Martes;2/1/2024;14;1.902,75;17.873,01;19.775,76;9.249,86;187,55;614,83;484,54;1.587,29;481,20;638,45;285,00;139,98;144,16;224,69;945,25;414,84;313,23;298,95;267,94;433,12;250,56;107,06;1.982,68;295,14;429,47
2024;ene-24;1;2;Hábil;Martes;2/1/2024;15;1.909,38;18.314,87;20.224,25;9.361,81;195,80;644,30;502,91;1.606,32;512,50;662,32;307,44;139,31;145,51;238,82;931,11;434,46;324,07;304,41;271,39;478,07;259,28;115,28;1.994,52;338,28;456,33
2024;ene-24;1;2;Hábil;Martes;2/1/2024;16;1.952,21;18.376,77;20.328,98;9.356,33;206,63;647,01;483,90;1.602,91;517,66;662,22;309,83;137,41;146,74;246,00;926,40;432,55;327,22;304,06;273,71;494,68;247,81;115,33;2.058,73;372,40;459,48
2024;ene-24;1;2;Hábil;Martes;2/1/2024;17;1.896,23;18.169,06;20.065,29;9.266,02;210,93;622,51;493,02;1.587,17;503,01;652,35;291,14;137,37;150,62;244,72;915,01;422,32;328,74;302,17;269,97;493,02;235,23;115,57;1.982,91;379,88;461,59
2024;ene-24;1;2;Hábil;Martes;2/1/2024;18;1.971,55;17.641,32;19.612,86;9.110,15;208,85;573,15;495,03;1.553,47;477,25;625,37;268,38;140,74;152,83;240,59;866,30;400,45;327,55;296,77;271,90;480,80;223,19;115,16;1.949,92;368,64;466,38
2024;ene-24;1;2;Hábil;Martes;2/1/2024;19;1.956,21;16.728,92;18.685,13;8.824,89;202,71;501,26;457,63;1.476,27;431,97;590,71;236,66;142,80;144,96;227,03;788,22;370,17;318,75;290,34;271,35;448,15;215,26;114,97;1.843,39;338,15;449,50
2024;ene-24;1;2;Hábil;Martes;2/1/2024;20;2.013,87;15.914,14;17.928,02;8.564,93;187,38;454,51;494,45;1.393,82;404,76;557,06;224,80;144,48;133,05;210,95;750,35;367,63;309,44;281,33;269,93;377,59;204,51;113,71;1.752,64;295,46;435,22
2024;ene-24;1;2;Hábil;Martes;2/1/2024;21;1.972,60;16.480,68;18.453,29;8.889,00;181,23;491,16;495,26;1.431,43;429,49;579,72;250,89;155,36;126,64;199,75;764,43;405,09;295,52;260,03;294,29;342,30;206,22;112,34;1.819,08;280,15;443,92
2024;ene-24;1;2;Hábil;Martes;2/1/2024;22;1.959,94;17.324,22;19.284,16;9.269,98;186,63;532,43;515,60;1.514,70;450,50;600,81;272,19;153,35;138,29;203,38;807,90;409,31;307,35;269,32;304,58;335,36;215,77;117,07;1.927,10;296,02;456,50
2024;ene-24;1;2;Hábil;Martes;2/1/2024;23;1.921,23;17.008,20;18.929,42;8.945,21;187,09;552,38;502,10;1.478,33;461,67;597,44;279,07;147,42;136,88;203,81;804,95;399,62;304,57;268,46;296,43;324,34;211,94;127,17;1.941,17;310,73;448,65
2024;ene-24;1;2;Hábil;Martes;2/1/2024;24;1.919,52;16.258,41;18.177,93;8.336,67;192,10;548,29;515,39;1.422,11;459,94;583,95;275,87;143,38;126,73;214,07;806,08;392,26;291,39;250,38;283,41;328,23;204,75;124,43;1.900,04;332,80;445,68
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;1;1.971,57;15.239,14;17.210,72;7.741,06;192,55;530,42;517,74;1.332,04;442,81;554,83;264,74;135,97;116,18;222,96;776,72;367,79;274,02;234,58;263,48;315,12;192,40;120,61;1.828,79;351,09;434,80
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;2;1.891,81;14.184,32;16.076,13;7.159,05;176,44;489,29;493,97;1.237,53;417,34;519,05;253,84;127,14;105,53;217,53;742,10;341,36;257,17;216,99;244,00;311,84;180,26;115,59;1.703,22;350,32;416,58
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;3;1.934,47;13.408,42;15.342,89;6.840,42;169,41;462,58;468,83;1.171,99;392,43;497,19;237,26;119,37;99,96;203,06;720,42;319,60;243,98;203,27;232,49;304,85;169,82;111,83;1.642,58;337,11;394,45
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;4;1.964,62;12.891,08;14.855,70;6.657,87;164,12;436,74;468,48;1.134,44;375,09;478,70;227,02;114,83;96,45;196,95;699,64;301,27;234,97;196,47;225,22;295,07;162,29;109,73;1.585,82;320,75;373,80
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;5;1.976,98;12.549,69;14.526,66;6.542,17;158,46;413,87;471,94;1.108,42;357,17;472,68;216,90;111,90;96,08;193,50;691,35;289,58;228,31;191,39;221,45;288,42;158,06;108,53;1.558,72;289,35;358,44
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;6;1.968,01;12.231,49;14.199,50;6.448,90;155,68;392,34;463,01;1.095,27;343,89;461,55;204,52;112,06;95,14;189,33;691,24;260,72;225,32;187,17;220,88;284,49;157,80;101,46;1.523,55;262,25;322,91
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;7;1.996,90;11.907,21;13.904,11;6.466,32;148,40;363,99;455,23;1.045,87;328,84;444,85;187,42;113,19;90,14;187,79;678,29;258,27;206,64;171,33;221,75;277,94;152,15;98,77;1.456,36;241,09;309,49
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;8;2.032,73;12.516,08;14.548,81;6.873,71;145,48;372,69;452,31;1.098,37;338,21;460,66;189,94;111,65;93,02;187,75;701,60;289,35;211,51;183,77;218,55;275,01;158,03;100,69;1.561,02;226,57;298,91
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;9;2.057,00;13.669,69;15.726,69;7.444,39;153,26;407,55;476,26;1.226,89;358,36;492,66;202,76;122,81;102,33;193,91;756,96;322,98;227,55;203,13;234,28;294,40;174,74;105,74;1.681,87;232,77;311,08
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;10;2.024,92;14.772,37;16.797,29;7.994,66;160,24;434,42;484,08;1.346,06;380,48;521,71;211,53;129,26;112,77;199,81;803,19;351,08;244,64;224,25;240,36;321,07;190,04;110,56;1.754,54;240,28;342,28
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;11;1.984,74;15.550,71;17.535,45;8.376,81;166,49;450,29;499,13;1.439,99;392,91;547,95;219,61;135,95;122,35;205,58;834,46;375,69;255,62;240,07;248,52;347,74;203,12;114,03;1.751,02;242,11;366,01
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;12;2.034,60;16.356,61;18.391,21;8.741,77;173,54;485,34;509,00;1.532,07;416,27;579,23;230,89;142,58;140,29;211,97;866,21;388,40;270,12;257,56;263,44;371,43;218,31;116,39;1.826,50;254,46;395,45
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;13;2.076,10;17.298,82;19.374,92;9.115,04;187,07;546,61;518,76;1.627,86;451,71;608,99;253,89;145,95;160,56;223,99;899,84;392,80;289,02;276,13;276,83;394,38;239,15;118,26;1.942,84;281,14;424,10
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;14;2.090,53;18.219,83;20.310,36;9.408,22;196,76;621,13;512,84;1.702,81;496,30;649,11;282,82;142,88;170,39;241,16;923,14;432,01;307,75;289,53;275,50;432,61;256,55;118,53;2.067,40;323,25;459,69
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;15;2.093,14;18.746,55;20.839,69;9.541,04;209,29;656,24;511,89;1.726,27;525,18;682,01;304,10;141,27;169,14;258,57;909,77;458,82;320,92;296,18;276,12;473,67;262,41;118,92;2.120,14;372,67;505,08
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;16;2.036,67;18.859,36;20.896,03;9.561,55;215,12;658,70;515,73;1.730,60;512,81;682,63;304,58;140,96;167,02;270,59;911,69;457,60;328,53;297,03;279,66;492,49;262,97;118,67;2.059,53;398,05;529,52
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;17;2.024,50;18.683,02;20.707,52;9.469,42;216,36;631,65;517,96;1.716,33;514,35;664,48;288,43;140,12;167,30;269,72;912,28;442,75;329,47;295,87;282,53;491,82;263,61;118,13;2.044,41;398,79;531,76
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;18;2.073,31;18.143,12;20.216,43;9.339,56;212,79;581,45;509,66;1.681,83;486,18;632,25;261,64;142,67;165,43;262,55;914,78;415,62;321,96;273,77;283,55;478,80;260,78;116,27;1.972,94;380,33;521,64
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;19;1.994,31;17.245,80;19.240,11;9.025,77;200,73;511,60;497,67;1.585,45;446,31;594,28;232,34;143,25;152,18;243,76;902,21;381,07;309,43;250,27;281,99;434,86;249,78;116,91;1.840,80;344,31;495,13
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;20;2.096,91;16.431,00;18.527,91;8.824,01;186,25;462,65;519,16;1.485,10;417,16;562,49;218,45;143,89;137,53;225,21;878,12;380,51;294,74;235,33;281,32;383,80;236,41;114,99;1.779,30;298,64;462,85
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;21;2.050,38;17.002,41;19.052,78;9.143,05;181,01;501,24;516,42;1.487,95;444,73;587,58;243,49;158,02;134,60;209,38;858,56;422,62;281,42;235,26;307,65;359,97;230,21;114,72;1.885,59;281,60;467,74
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;22;2.110,89;17.854,53;19.965,41;9.521,50;186,10;548,84;537,95;1.569,13;470,27;609,70;265,57;159,07;144,34;211,38;902,11;428,84;296,41;252,74;313,54;373,50;235,33;118,61;2.042,48;297,02;480,97
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;23;2.043,55;17.583,40;19.626,95;9.250,66;185,90;567,29;535,27;1.541,57;474,70;609,57;271,78;154,80;145,19;211,97;900,30;420,34;293,71;251,21;305,08;380,45;222,17;126,91;1.982,20;313,60;482,31
2024;ene-24;1;3;Hábil;Miércoles;3/1/2024;24;2.064,14;16.900,16;18.964,30;8.745,30;188,14;565,50;528,96;1.497,02;472,40;593,87;270,03;146,44;129,92;221,20;884,06;410,29;279,81;236,68;290,36;394,97;209,61;125,81;1.952,52;340,55;480,85
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;1;2.040,04;15.879,45;17.919,49;8.067,91;189,20;548,90;516,58;1.428,20;461,66;569,21;259,86;134,76;117,39;231,88;838,15;391,92;261,53;216,42;270,30;393,10;197,82;119,34;1.872,53;361,29;471,53
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;2;2.046,63;14.778,00;16.824,63;7.445,82;188,10;517,31;502,32;1.332,17;441,11;536,81;248,30;123,38;109,79;231,14;797,58;366,33;244,88;200,76;249,32;390,97;185,33;113,91;1.790,23;359,21;449,85
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;3;1.994,89;13.942,83;15.937,72;7.017,47;181,75;485,40;493,24;1.255,76;416,74;512,76;234,39;116,12;103,08;227,29;763,33;342,93;232,09;191,18;234,08;381,47;175,51;110,76;1.693,89;344,56;423,94
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;4;1.917,69;13.386,41;15.304,10;6.733,40;176,29;459,16;488,01;1.205,11;400,98;494,82;224,09;111,42;99,68;222,04;744,83;322,48;225,09;184,84;223,89;368,19;174,45;108,04;1.606,77;328,12;402,43
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;5;1.912,43;13.011,18;14.923,61;6.624,68;171,58;434,47;474,90;1.163,99;376,41;486,29;211,82;108,61;98,73;217,33;732,02;306,67;220,07;181,91;217,81;352,70;166,12;104,30;1.572,02;311,91;389,26
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;6;1.887,02;12.640,72;14.527,74;6.445,18;167,63;409,27;486,04;1.115,93;360,71;475,47;201,69;108,90;94,12;210,85;727,95;292,57;218,40;180,60;215,90;337,51;160,98;98,85;1.545,69;292,64;380,88
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;7;1.883,51;12.300,19;14.183,69;6.470,89;162,73;376,09;438,99;1.068,09;343,12;457,06;186,14;110,54;95,15;203,76;721,13;276,24;201,65;164,55;211,23;316,97;153,54;94,72;1.489,30;266,75;375,07
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;8;1.898,34;12.888,67;14.787,01;6.964,10;160,20;387,38;475,87;1.098,38;350,26;480,13;187,37;111,33;99,59;200,72;732,54;297,91;208,03;172,86;210,21;306,37;160,94;101,48;1.468,16;250,56;362,64
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;9;1.961,48;14.019,87;15.981,35;7.546,21;167,38;428,06;487,40;1.216,10;373,70;512,15;199,73;120,23;112,26;205,05;783,81;327,26;225,31;192,37;230,14;327,51;179,26;106,75;1.604,61;256,82;379,25
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;10;1.948,31;15.047,92;16.996,23;8.007,76;175,29;456,24;482,99;1.342,16;397,21;536,46;212,01;127,26;125,63;213,00;832,27;348,38;242,47;212,49;249,87;350,36;196,95;112,74;1.704,07;267,67;402,96
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;11;1.922,95;15.901,12;17.824,07;8.359,42;183,18;477,43;500,37;1.455,92;412,20;564,08;221,56;134,65;137,23;221,60;863,26;366,68;257,78;228,92;264,02;371,38;212,63;117,05;1.777,11;276,80;420,80
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;12;1.959,50;16.825,35;18.784,85;8.795,90;190,12;510,95;504,25;1.564,52;435,39;596,91;233,82;141,98;156,21;228,11;894,57;396,67;274,45;242,87;277,45;385,99;229,49;118,84;1.873,03;296,17;437,19
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;13;1.978,38;17.909,98;19.888,36;9.178,33;201,62;575,01;511,60;1.683,67;474,80;634,96;257,60;144,76;180,11;239,54;936,16;415,87;292,27;259,63;290,99;420,07;247,33;120,61;2.012,68;335,71;475,04
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;14;2.008,69;18.952,24;20.960,93;9.528,36;214,05;643,44;524,21;1.774,15;519,08;683,97;294,45;144,39;189,95;259,89;975,99;446,44;305,44;271,99;296,69;462,34;263,77;119,52;2.144,91;387,59;510,32
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;15;2.054,92;19.522,18;21.577,10;9.701,21;227,66;691,57;520,68;1.787,49;550,94;713,64;316,21;144,36;189,98;279,31;967,06;465,96;315,46;277,64;304,92;497,95;277,42;119,94;2.229,24;438,53;559,94
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;16;2.060,91;19.632,92;21.693,83;9.742,40;234,99;689,09;504,73;1.786,18;554,72;712,20;313,23;146,83;187,71;289,57;970,72;467,07;319,14;279,35;307,30;505,92;280,21;119,89;2.231,29;459,93;591,37
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;17;2.010,76;19.381,22;21.391,98;9.672,65;231,95;655,86;501,20;1.790,87;527,44;692,02;295,51;147,87;189,21;291,56;973,01;446,56;319,69;280,18;305,67;508,24;277,06;120,67;2.118,79;453,76;592,20
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;18;2.018,09;18.893,07;20.911,15;9.525,96;228,36;606,65;511,24;1.754,19;499,22;659,16;267,50;149,62;189,53;282,91;974,01;417,10;317,27;281,67;302,76;502,36;270,62;120,93;2.036,13;429,59;584,35
2024;ene-24;1;4;Hábil;Jueves;4/1/2024;19;2.014,29;17.925,90;19.940,19;9.130,62;220,76;539,43;504,00;1.649,59;462,01;612,70;238,89;149,80;177,44;266,22;959,55;390,18;312,28;276,94;297,68;478,95;252,85;121,07;1.968,32;382,47;548,44
